G61	G60	1
G61	G34	1
G61	G83	1
G61	G57	1
G61	G39	1
G61	G90	1
G61	G384	1
G61	G196	1
G61	G69	1
G61	G104	1
G61	G195	1
G61	G522	1
G61	G570	1
G61	G200	1
G61	G149	1
G61	G42	1
G61	G202	1
G61	G634	1
G61	G48	1
G61	G536	1
G61	G654	1
G61	G66	1
G61	G156	1
G61	G434	1
G61	G116	1
G61	G36	1
G61	G645	1
G61	G240	1
G61	G565	1
G61	G252	1
G61	G157	1
G61	G657	1
G61	G424	1
G61	G103	1
G61	G484	1
G61	G163	1
G61	G159	1
G61	G444	1
G61	G520	1
G61	G78	1
G61	G43	1
G61	G89	1
G61	G148	1
G30	G562	1
G30	G593	1
G30	G553	1
G30	G128	1
G30	G354	1
G30	G359	1
G30	G430	1
G30	G389	1
G30	G117	1
G30	G181	1
G30	G442	1
G30	G214	1
G30	G556	1
G30	G597	1
G30	G161	1
G30	G402	1
G30	G614	1
G30	G219	1
G30	G647	1
G30	G32	1
G30	G408	1
G30	G644	1
G30	G507	1
G30	G566	1
G30	G628	1
G30	G142	1
G30	G223	1
G30	G275	1
G30	G380	1
G30	G636	1
G30	G120	1
G30	G568	1
G30	G255	1
G30	G329	1
G30	G625	1
G30	G533	1
G30	G467	1
G30	G695	1
G30	G449	1
G30	G159	1
G30	G542	1
G30	G261	1
G30	G212	1
G30	G648	1
G30	G557	1
G30	G28	1
G30	G385	1
G30	G439	1
G30	G282	1
G30	G560	1
G30	G603	1
G30	G137	1
G30	G637	1
G30	G680	1
G30	G317	1
G30	G649	1
G30	G37	1
G30	G525	1
G30	G387	1
G30	G513	1
G30	G172	1
G30	G7	1
G30	G308	1
G30	G165	1
G30	G382	1
G30	G676	1
G30	G206	1
G30	G189	1
G30	G448	1
G30	G565	1
G30	G478	1
G30	G141	1
G30	G183	1
G30	G528	1
G30	G631	1
G30	G369	1
G30	G626	1
G30	G188	1
G30	G535	1
G30	G50	1
G30	G204	1
G30	G215	1
G30	G264	1
G30	G687	1
G30	G336	1
G30	G10	1
G30	G475	1
G30	G55	1
G30	G227	1
G30	G147	1
G30	G58	1
G30	G169	1
G30	G322	1
G30	G381	1
G30	G633	1
G30	G222	1
G30	G350	1
G30	G310	1
G30	G238	1
G30	G252	1
G30	G483	1
G30	G131	1
G30	G211	1
G30	G233	1
G30	G72	1
G30	G443	1
G30	G531	1
G30	G653	1
G30	G129	1
G30	G224	1
G30	G630	1
G30	G419	1
G30	G569	1
G30	G241	1
G30	G151	1
G30	G511	1
G30	G80	1
G30	G518	1
G30	G110	1
G30	G31	1
G30	G582	1
G30	G242	1
G30	G601	1
G30	G674	1
G30	G258	1
G30	G486	1
G30	G428	1
G30	G678	1
G30	G351	1
G30	G95	1
G30	G383	1
G30	G609	1
G30	G702	1
G30	G668	1
G30	G125	1
G30	G482	1
G30	G607	1
G30	G124	1
G30	G34	1
G30	G480	1
G30	G81	1
G30	G460	1
G30	G613	1
G30	G623	1
G30	G527	1
G30	G88	1
G30	G554	1
G30	G49	1
G30	G23	1
G30	G286	1
G30	G598	1
G30	G580	1
G30	G53	1
G30	G605	1
G30	G455	1
G30	G254	1
G30	G388	1
G30	G463	1
G30	G662	1
G30	G127	1
G30	G552	1
G30	G600	1
G30	G237	1
G30	G541	1
G30	G690	1
G30	G418	1
G30	G420	1
G30	G361	1
G30	G247	1
G30	G500	1
G30	G608	1
G30	G68	1
G30	G51	1
G30	G259	1
G30	G191	1
G30	G447	1
G30	G450	1
G30	G661	1
G30	G659	1
G30	G92	1
G30	G75	1
G30	G534	1
G30	G87	1
G30	G15	1
G30	G481	1
G30	G561	1
G30	G239	1
G30	G461	1
G30	G491	1
G30	G199	1
G30	G46	1
G30	G643	1
G30	G16	1
G30	G115	1
G30	G670	1
G30	G123	1
G30	G1	1
G30	G492	1
G30	G526	1
G30	G113	1
G30	G312	1
G30	G581	1
G30	G213	1
G30	G399	1
G30	G64	1
G30	G409	1
G30	G521	1
G30	G375	1
G30	G652	1
G30	G297	1
G30	G435	1
G30	G13	1
G30	G392	1
G30	G343	1
G30	G126	1
G30	G331	1
G30	G604	1
G30	G162	1
G30	G47	1
G30	G253	1
G30	G250	1
G30	G277	1
G30	G320	1
G30	G682	1
G30	G339	1
G30	G249	1
G30	G472	1
G30	G279	1
G30	G148	1
G30	G576	1
G30	G38	1
G30	G523	1
G30	G698	1
G30	G225	1
G30	G417	1
G30	G316	1
G30	G548	1
G30	G86	1
G30	G540	1
G30	G24	1
G30	G146	1
G30	G304	1
G30	G3	1
G30	G335	1
G30	G663	1
G30	G293	1
G30	G134	1
G30	G410	1
G30	G547	1
G30	G579	1
G30	G366	1
G30	G451	1
G30	G468	1
G30	G166	1
G30	G164	1
G30	G332	1
G30	G571	1
G30	G94	1
G30	G217	1
G30	G85	1
G30	G363	1
G30	G143	1
G30	G395	1
G30	G700	1
G30	G688	1
G30	G440	1
G30	G256	1
G30	G70	1
G30	G462	1
G30	G218	1
G30	G398	1
G30	G130	1
G30	G179	1
G30	G516	1
G30	G493	1
G30	G6	1
G30	G17	1
G30	G697	1
G30	G306	1
G30	G301	1
G30	G73	1
G30	G22	1
G30	G93	1
G30	G599	1
G30	G300	1
G30	G187	1
G30	G349	1
G30	G102	1
G30	G405	1
G30	G584	1
G30	G373	1
G30	G504	1
G30	G407	1
G30	G67	1
G30	G586	1
G30	G578	1
G30	G152	1
G30	G163	1
G30	G681	1
G30	G372	1
G30	G268	1
G30	G473	1
G30	G184	1
G30	G342	1
G30	G494	1
G30	G588	1
G30	G602	1
G30	G234	1
G30	G577	1
G30	G416	1
G30	G205	1
G30	G679	1
G30	G666	1
G30	G378	1
G30	G185	1
G30	G466	1
G30	G673	1
G30	G296	1
G30	G193	1
G30	G669	1
G30	G539	1
G30	G231	1
G30	G236	1
G30	G489	1
G30	G244	1
G30	G278	1
G30	G228	1
G30	G476	1
G30	G303	1
G30	G132	1
G30	G314	1
G30	G246	1
G30	G429	1
G30	G333	1
G30	G660	1
G30	G77	1
G30	G119	1
G30	G315	1
G30	G101	1
G30	G503	1
G30	G108	1
G30	G168	1
G30	G509	1
G30	G40	1
G30	G266	1
G30	G371	1
G30	G208	1
G30	G112	1
G30	G262	1
G30	G499	1
G30	G474	1
G30	G139	1
G30	G508	1
G30	G611	1
G30	G515	1
G30	G328	1
G30	G703	1
G30	G323	1
G30	G76	1
G30	G270	1
G30	G422	1
G30	G573	1
G30	G248	1
G30	G307	1
G30	G615	1
G30	G133	1
G30	G284	1
G30	G391	1
G30	G591	1
G30	G411	1
G30	G551	1
G30	G401	1
G30	G362	1
G30	G692	1
G30	G488	1
G30	G71	1
G30	G596	1
G30	G684	1
G30	G368	1
G30	G367	1
G30	G216	1
G30	G477	1
G30	G269	1
G30	G650	1
G30	G140	1
G30	G265	1
G30	G201	1
G30	G220	1
G30	G693	1
G30	G273	1
G30	G194	1
G30	G360	1
G30	G532	1
G30	G341	1
G30	G176	1
G30	G355	1
G30	G506	1
G30	G121	1
G30	G384	1
G30	G621	1
G30	G235	1
G30	G524	1
G30	G230	1
G30	G665	1
G30	G538	1
G30	G257	1
G30	G294	1
G30	G260	1
G30	G530	1
G30	G452	1
G30	G640	1
G30	G464	1
G30	G41	1
G30	G514	1
G30	G414	1
G30	G52	1
G30	G403	1
G30	G283	1
G30	G497	1
G30	G694	1
G30	G340	1
G30	G138	1
G30	G274	1
G30	G536	1
G30	G667	1
G30	G106	1
G30	G485	1
G30	G82	1
G30	G180	1
G30	G471	1
G30	G651	1
G30	G9	1
G30	G574	1
G30	G529	1
G30	G203	1
G30	G207	1
G30	G154	1
G30	G512	1
G30	G456	1
G30	G376	1
G30	G0	1
G30	G487	1
G30	G619	1
G30	G167	1
G30	G454	1
G30	G438	1
G30	G197	1
G30	G610	1
G30	G160	1
G30	G45	1
G30	G364	1
G30	G635	1
G30	G118	1
G30	G634	1
G30	G691	1
G30	G280	1
G30	G292	1
G30	G210	1
G30	G453	1
G30	G36	1
G30	G107	1
G30	G103	1
G30	G555	1
G30	G510	1
G30	G595	1
G30	G347	1
G30	G44	1
G30	G352	1
G30	G421	1
G30	G519	1
G30	G104	1
G30	G149	1
G30	G186	1
G30	G394	1
G30	G656	1
G30	G627	1
G30	G400	1
G30	G434	1
G30	G587	1
G30	G356	1
G30	G295	1
G30	G145	1
G30	G272	1
G30	G365	1
G30	G229	1
G30	G425	1
G30	G226	1
G30	G675	1
G30	G617	1
G30	G109	1
G30	G642	1
G30	G358	1
G30	G413	1
G30	G393	1
G30	G639	1
G30	G66	1
G30	G202	1
G30	G348	1
G30	G353	1
G30	G122	1
G30	G57	1
G30	G8	1
G30	G61	1
G30	G54	1
G30	G589	1
G30	G423	1
G30	G432	1
G30	G190	1
G30	G153	1
G30	G25	1
G30	G156	1
G30	G646	1
G30	G564	1
G30	G658	1
G30	G96	1
G30	G677	1
G30	G377	1
G30	G685	1
G30	G444	1
G30	G522	1
G30	G549	1
G30	G620	1
G30	G520	1
G30	G433	1
G30	G327	1
G30	G78	1
G30	G445	1
G30	G558	1
G30	G458	1
G30	G321	1
G30	G136	1
G30	G63	1
G30	G632	1
G30	G157	1
G30	G397	1
G30	G240	1
G30	G27	1
G30	G585	1
G30	G98	1
G30	G546	1
G30	G90	1
G30	G251	1
G30	G590	1
G30	G175	1
G30	G594	1
G30	G196	1
G30	G319	1
G30	G550	1
G30	G545	1
G30	G424	1
G30	G346	1
G30	G334	1
G30	G299	1
G30	G498	1
G30	G426	1
G30	G629	1
G30	G105	1
G30	G302	1
G30	G325	1
G30	G56	1
G30	G606	1
G30	G567	1
G30	G457	1
G30	G313	1
G30	G83	1
G30	G2	1
G30	G441	1
G30	G543	1
G30	G209	1
G30	G18	1
G30	G4	1
G30	G318	1
G30	G396	1
G30	G178	1
G30	G470	1
G30	G465	1
G30	G570	1
G30	G459	1
G30	G26	1
G30	G20	1
G30	G289	1
G30	G559	1
G30	G505	1
G30	G19	1
G30	G65	1
G30	G427	1
G30	G645	1
G30	G390	1
G30	G683	1
G30	G135	1
G30	G192	1
G30	G657	1
G30	G12	1
G30	G59	1
G30	G155	1
G30	G622	1
G30	G311	1
G30	G563	1
G30	G575	1
G30	G386	1
G30	G537	1
G30	G14	1
G30	G701	1
G30	G21	1
G30	G672	1
G30	G496	1
G30	G195	1
G30	G170	1
G30	G276	1
G30	G374	1
G30	G305	1
G108	G240	1
G108	G60	1
G108	G105	1
G108	G198	1
G108	G483	1
G108	G99	1
G108	G281	1
G108	G207	1
G108	G53	1
G108	G159	1
G108	G637	1
G108	G116	1
G108	G243	1
G108	G182	1
G108	G156	1
G108	G76	1
G108	G384	1
G108	G273	1
G108	G254	1
G108	G35	1
G108	G178	1
G108	G149	1
G108	G338	1
G108	G136	1
G108	G651	1
G108	G48	1
G108	G634	1
G108	G160	1
G108	G196	1
G108	G133	1
G108	G107	1
G108	G100	1
G108	G83	1
G108	G104	1
G108	G647	1
G108	G186	1
G108	G102	1
G108	G61	1
G108	G275	1
G108	G66	1
G108	G313	1
G108	G7	1
G108	G335	1
G108	G312	1
G108	G79	1
G108	G89	1
G108	G629	1
G108	G513	1
G108	G57	1
G108	G187	1
G108	G468	1
G108	G157	1
G108	G200	1
G108	G195	1
G108	G655	1
G108	G103	1
G108	G135	1
G108	G654	1
G108	G27	1
G108	G19	1
G108	G54	1
G108	G45	1
G108	G158	1
G108	G1	1
G108	G202	1
G108	G590	1
G108	G456	1
G108	G581	1
G108	G515	1
G108	G209	1
G108	G264	1
G108	G216	1
G108	G320	1
G108	G424	1
G108	G327	1
G108	G401	1
G108	G14	1
G108	G560	1
G108	G489	1
G108	G343	1
G108	G33	1
G108	G34	1
G108	G645	1
G108	G624	1
G108	G434	1
G108	G689	1
G108	G43	1
G108	G75	1
G108	G471	1
G108	G4	1
G108	G603	1
G108	G427	1
G108	G84	1
G108	G622	1
G108	G332	1
G108	G192	1
G108	G39	1
G108	G339	1
G108	G124	1
G108	G49	1
G108	G214	1
G108	G474	1
G108	G345	1
G108	G251	1
G108	G545	1
G108	G681	1
G108	G115	1
G108	G625	1
G108	G344	1
G108	G340	1
G108	G397	1
G108	G665	1
G108	G444	1
G108	G398	1
G108	G630	1
