#ID,Gene,index
0,TLR4,0
1,ARID3B,1
2,GTF2F1,2
3,TCF19,3
4,NR3C2,4
5,YBX1,5
6,ZFP467,6
7,SNRPB,7
8,PLAG1,8
9,RORA,9
10,ZFP36,10
11,VDR,11
12,ZBTB20,12
13,TRIB3,13
14,APBB1,14
15,HIF3A,15
16,SRSF1,16
17,HDAC7,17
18,TLE2,18
19,KLF6,19
20,MIS18BP1,20
21,ZDHHC6,21
22,TRPS1,22
23,NFAT5,23
24,BTAF1,24
25,EGR1,25
26,ELF1,26
27,XRCC3,27
28,GATA2,28
29,IKZF1,29
30,RAD51,30
31,HCFC1,31
32,NDN,32
33,H1F0,33
34,ABL1,34
35,ERCC8,35
36,PA2G4,36
37,HMGB2,37
38,IRF9,38
39,SPI1,39
40,HLF,40
41,MCM5,41
42,REXO4,42
43,ATF7,43
44,ZEB2,44
45,MYCN,45
46,MLLT3,46
47,MXD3,47
48,MAPK12,48
49,HDAC2,49
50,SMARCA2,50
51,PHB2,51
52,HNRNPAB,52
53,E2F4,53
54,RARB,54
55,E2F8,55
56,EBF1,56
57,SLA2,57
58,IRF6,58
59,REL,59
60,IRF7,60
61,MCM2,61
62,CSRP3,62
63,GTF2H1,63
64,MECOM,64
65,MEIS1,65
66,SATB1,66
67,XPC,67
68,FEM1B,68
69,TTF2,69
70,CENPK,70
71,FOXO1,71
72,BATF2,72
73,ZDHHC13,73
74,MCM4,74
75,RPS6KA5,75
76,STAT2,76
77,NFIA,77
78,ELP2,78
79,RUVBL2,79
80,GFI1B,80
81,RUNX1T1,81
82,NAP1L3,82
83,TOPORS,83
84,PRDM16,84
85,EYA2,85
86,CBFB,86
87,RB1,87
88,RELB,88
89,TEAD2,89
90,ORC2,90
91,RORC,91
92,MAML3,92
93,XRCC6,93
94,SALL2,94
95,SOX18,95
96,JARID2,96
97,JUN,97
98,PBX1,98
99,LMO4,99
100,LZTS1,100
101,PHF10,101
102,CBX7,102
103,NUPR1,103
104,DDX58,104
105,HDGF,105
106,DEK,106
107,MAPK1,107
108,MYB,108
109,MED16,109
110,TAF12,110
111,ZBTB38,111
112,CREB5,112
113,HDAC11,113
114,MCM7,114
115,DDX20,115
116,MCM6,116
117,NFATC2,117
118,ZBTB16,118
119,MCM3,119
120,EPAS1,120
121,POLR2B,121
122,IRF8,122
123,POLR1B,123
124,NFE2,124
125,TSC22D3,125
126,CTR9,126
127,NFKBIA,127
128,BTG2,128
129,SPO11,129
130,MYC,130
131,RNF4,131
132,FGFR1OP,132
133,NUP155,133
134,IDH1,134
135,ST8SIA4,135
136,PLAC8,136
137,NDUFS1,137
138,RAP1B,138
139,IGTP,139
140,H2-Q6,140
141,PSMD6,141
142,SPC25,142
143,SHISA5,143
144,NPDC1,144
145,PRMT5,145
146,FAR1,146
147,TARS,147
148,HEXA,148
149,ELMO2,149
150,CKAP5,150
151,GEMIN5,151
152,KIF22,152
153,TMEM184C,153
154,GRINA,154
155,ARL6IP6,155
156,MKI67,156
157,UQCRFS1,157
158,ALDH9A1,158
159,JPT1,159
160,DNAJC11,160
161,AW112010,161
162,CTSG,162
163,MYO5A,163
164,AGPS,164
165,GPRASP1,165
166,SEC23IP,166
167,ECT2,167
168,SDF2L1,168
169,TMEM97,169
170,ANXA3,170
171,PLSCR4,171
172,GNG11,172
173,HAAO,173
174,WSB1,174
175,HACD4,175
176,TMEM43,176
177,SFXN1,177
178,TMEM246,178
179,DOK2,179
180,ATP1B3,180
181,PPM1F,181
182,SOAT1,182
183,SERPINB1A,183
184,TRP53I11,184
185,SLC16A1,185
186,USP37,186
187,OSGIN1,187
188,NSD2,188
189,URB2,189
190,MIR99AHG,190
191,9530068E07RIK,191
192,DENND2D,192
193,RPS6KA3,193
194,TBC1D5,194
195,EDEM1,195
196,SLC35B4,196
197,GM19590,197
198,QARS,198
199,PSEN1,199
200,GIMAP1OS,200
201,IGHM,201
202,INCENP,202
203,GNS,203
204,PTDSS1,204
205,CD244A,205
206,CD53,206
207,CNIH1,207
208,TOMM40,208
209,PIP4K2A,209
210,BCAP29,210
211,GCNT2,211
212,CCDC50,212
213,LIG1,213
214,ME2,214
215,IFI44,215
216,PUS7,216
217,PSMG2,217
218,ARL11,218
219,TIFAB,219
220,KCTD20,220
221,HK3,221
222,NSUN2,222
223,THADA,223
224,GP9,224
225,TINAGL1,225
226,TPX2,226
227,ALAS1,227
228,RETREG1,228
229,DCAF13,229
230,MOB3C,230
231,NUP88,231
232,HDGFL3,232
233,GNG12,233
234,CEP55,234
235,S100A6,235
236,GARS,236
237,SNHG5,237
238,STX3,238
239,MLKL,239
240,PRIM2,240
241,NOL9,241
242,PRMT7,242
243,ATP6AP1,243
244,CD63,244
245,PDE4D,245
246,IGFBP4,246
247,CS,247
248,ADORA2A,248
249,IFI209,249
250,DNAJC5,250
251,GANAB,251
252,TOP3B,252
253,FBXW11,253
254,DUT,254
255,PIM2,255
256,TBC1D9B,256
257,TMEM206,257
258,IL27RA,258
259,MFSD1,259
260,GATM,260
261,CDC20,261
262,ERGIC1,262
263,SERPINB6A,263
264,ARHGEF18,264
265,SARAF,265
266,FES,266
267,SIRPA,267
268,9430015G10RIK,268
269,EMB,269
270,CYP4V3,270
271,ODC1,271
272,CDK18,272
273,PECAM1,273
274,ACSS1,274
275,ADAM17,275
276,LY6A,276
277,BIRC5,277
278,MARS,278
279,TSPOAP1,279
280,CKAP2L,280
281,PLXDC2,281
282,CENPE,282
283,ZNRF2,283
284,OTUD4,284
285,SULT1A1,285
286,MNS1,286
287,TRIM30D,287
288,SORL1,288
289,REXO2,289
290,MSH6,290
291,JPT2,291
292,RPA1,292
293,MFNG,293
294,SNAP47,294
295,USP11,295
296,TGFBR1,296
297,SORT1,297
298,CD300A,298
299,CTPS,299
300,FASTKD2,300
301,PDZK1IP1,301
302,WDR4,302
303,CENPO,303
304,ARRDC4,304
305,TECPR1,305
306,PRTN3,306
307,GGTA1,307
308,ATP13A1,308
309,CDKN1A,309
310,EZR,310
311,ACOX3,311
312,ABCB8,312
313,CST7,313
314,SLCO3A1,314
315,RBPMS,315
316,FAM102B,316
317,ADGRG3,317
318,SLA,318
319,CSGALNACT1,319
320,CENPF,320
321,PTPN7,321
322,CD34,322
323,GALNS,323
324,SMC2,324
325,FUT7,325
326,PDE4B,326
327,H2-OB,327
328,GLIPR2,328
329,PRODH,329
330,SLC28A2,330
331,GUSB,331
332,STT3B,332
333,SLC25A38,333
334,PHF6,334
335,PSAT1,335
336,MCM10,336
337,TIMP2,337
338,TNFAIP2,338
339,ACSS2,339
340,FAM189B,340
341,DHX33,341
342,HJURP,342
343,GMCL1,343
344,TRMT6,344
345,NCAPH,345
346,PLAA,346
347,ZFP35,347
348,TRIM59,348
349,ELAC2,349
350,GFM1,350
351,PITPNC1,351
352,EIF2B1,352
353,VAV3,353
354,MIS12,354
355,FRRS1,355
356,SLC44A2,356
357,NAPRT,357
358,UMPS,358
359,NEDD1,359
360,PRKCH,360
361,GMNN,361
362,RPP40,362
363,PSMD9,363
364,CHCHD10,364
365,FGL2,365
366,CD82,366
367,MAGED2,367
368,CLEC12A,368
369,ZC3H7A,369
370,PPAT,370
371,MTREX,371
372,ARMT1,372
373,CREBRF,373
374,LONP1,374
375,HAT1,375
376,PWP2,376
377,PYGM,377
378,LDHB,378
379,HMBS,379
380,PSME4,380
381,DUS1L,381
382,PRPS2,382
383,NUBP2,383
384,KAT7,384
385,MGAT1,385
386,ENPP5,386
387,CYC1,387
388,DUSP1,388
389,MTOR,389
390,PSME3,390
391,DPP8,391
392,SPCS3,392
393,NUDT4,393
394,CCNF,394
395,MTUS1,395
396,SSH3,396
397,PROCR,397
398,NCEH1,398
399,METTL27,399
400,KPNA1,400
401,RANBP3,401
402,ABCG3,402
403,GM20559,403
404,OAS3,404
405,NFAM1,405
406,CTSF,406
407,FOXRED1,407
408,5430427O19RIK,408
409,CYFIP2,409
410,TNFRSF21,410
411,CCNB2,411
412,ATP8B4,412
413,UHRF1,413
414,IGSF6,414
415,TMEM33,415
416,STT3A,416
417,USP14,417
418,FLOT2,418
419,ISG20,419
420,WDR43,420
421,LY86,421
422,GRIA3,422
423,SELENOP,423
424,LHCGR,424
425,PEAR1,425
426,SLC35A4,426
427,KCNQ1OT1,427
428,MAD2L1,428
429,PSMC2,429
430,MCOLN2,430
431,MGAT5,431
432,AFAP1L1,432
433,GMIP,433
434,DNM1L,434
435,MRPL20,435
436,GIMAP1,436
437,NOP2,437
438,ATAD2,438
