G2	G204	1
G2	G35	1
G2	G177	1
G183	G212	1
G179	G227	1
G179	G293	1
G179	G296	1
G179	G35	1
G179	G138	1
G119	G763	1
G119	G789	1
G119	G247	1
G174	G789	1
G271	G123	1
G227	G204	1
G137	G39	1
G137	G154	1
G74	G293	1
G74	G315	1
G74	G709	1
G74	G330	1
G74	G50	1
G74	G752	1
G74	G204	1
G74	G296	1
G74	G138	1
G74	G123	1
G51	G230	1
G101	G763	1
G101	G752	1
G101	G123	1
G312	G151	1
G312	G752	1
G258	G74	1
G258	G498	1
G258	G411	1
G258	G99	1
G258	G534	1
G258	G154	1
G258	G601	1
G258	G309	1
G258	G53	1
G258	G138	1
G258	G123	1
G209	G39	1
G188	G763	1
G75	G805	1
G75	G78	1
G110	G258	1
G110	G78	1
G110	G154	1
G110	G151	1
G116	G123	1
G78	G116	1
G293	G258	1
G293	G649	1
G293	G154	1
G293	G752	1
G293	G298	1
G293	G222	1
G293	G428	1
G293	G123	1
G315	G293	1
G242	G293	1
G242	G789	1
G242	G278	1
G153	G763	1
G153	G154	1
G153	G206	1
G153	G139	1
G153	G34	1
G153	G355	1
G214	G74	1
G214	G752	1
G39	G723	1
G6	G763	1
G6	G169	1
G6	G309	1
G6	G117	1
G6	G138	1
G300	G534	1
G154	G777	1
G154	G342	1
G154	G498	1
G154	G293	1
G154	G534	1
G154	G705	1
G154	G298	1
G154	G204	1
G154	G222	1
G154	G573	1
G154	G407	1
G154	G355	1
G154	G138	1
G154	G123	1
G173	G302	1
G144	G30	1
G243	G763	1
G29	G144	1
G130	G180	1
G216	G258	1
G309	G258	1
G151	G123	1
G269	G389	1
G170	G358	1
G230	G763	1
G230	G293	1
G230	G300	1
G306	G144	1
G306	G206	1
G148	G206	1
G7	G206	1
G298	G656	1
G298	G293	1
G298	G247	1
G298	G151	1
G298	G375	1
G298	G752	1
G298	G204	1
G298	G799	1
G298	G767	1
G298	G576	1
G298	G372	1
G210	G39	1
G204	G279	1
G204	G811	1
G204	G255	1
G204	G744	1
G204	G763	1
G204	G227	1
G204	G51	1
G204	G342	1
G204	G498	1
G204	G755	1
G204	G209	1
G204	G293	1
G204	G709	1
G204	G459	1
G204	G806	1
G204	G534	1
G204	G300	1
