#ID,Gene,index
0,RUNX1T1,0
1,MEIS1,1
2,GFI1B,2
3,CBX7,3
4,XRCC6,4
5,RORA,5
6,CD7,6
7,MCM5,7
8,IKZF1,8
9,NOTCH1,9
10,MAML3,10
11,SATB1,11
12,SPI1,12
13,RARB,13
14,REL,14
15,MEF2C,15
16,HLF,16
17,CTR9,17
18,MECOM,18
19,HMGB2,19
20,NFE2,20
21,RUNX2,21
22,NR3C2,22
23,MYC,23
24,TRIB3,24
25,PBX1,25
26,IRF8,26
27,BTG2,27
28,MCM4,28
29,XPC,29
30,FOXO1,30
31,ELL2,31
32,VDR,32
33,PGR,33
34,MYCN,34
35,SOX18,35
36,EYA2,36
37,TEAD2,37
38,NDN,38
39,PRDM16,39
40,DACH1,40
41,MLLT3,41
42,HNRNPAB,42
43,ZBTB20,43
44,NFIA,44
45,ESR1,45
46,ELF1,46
47,NUPR1,47
48,HDAC7,48
49,HNF4A,49
50,GATA2,50
51,MCM7,51
52,KLF3,52
53,YBX1,53
54,CBFB,54
55,KLF6,55
56,H1F0,56
57,IRF6,57
58,HOXA9,58
59,TSC22D3,59
60,ADAM17,60
61,GM1966,61
62,ANXA5,62
63,LDHB,63
64,PTPRE,64
65,IGKC,65
66,GAA,66
67,RNF13,67
68,CST7,68
69,PRKCH,69
70,SPNS2,70
71,APLP2,71
72,ITGB2,72
73,ERP29,73
74,MAGED2,74
75,SAT1,75
76,IGHV1-74,76
77,DHRS3,77
78,CNN3,78
79,CD81,79
80,RGS2,80
81,ADGRL4,81
82,IL7R,82
83,RASAL3,83
84,NDRG2,84
85,FSTL1,85
86,LPCAT2,86
87,PDGFRB,87
88,NRROS,88
89,BDH2,89
90,IFI27,90
91,H2-OB,91
92,STXBP1,92
93,SERPINB1A,93
94,TESPA1,94
95,FCHO2,95
96,NAPSA,96
97,AKNA,97
98,PLXNA4OS1,98
99,DUSP1,99
100,SLC43A2,100
101,EEPD1,101
102,RNF213,102
103,TFEC,103
104,GP9,104
105,PSTPIP1,105
106,GM973,106
107,USP11,107
108,LYN,108
109,CRACR2B,109
110,CYFIP2,110
111,SLC35D3,111
112,LONP2,112
113,PLXNC1,113
114,NPDC1,114
115,IL17RE,115
116,PPM1G,116
117,GPR18,117
118,STK17B,118
119,PLD4,119
120,STK10,120
121,GSN,121
122,RCSD1,122
123,STARD4,123
124,FUCA2,124
125,GM37124,125
126,NUCB2,126
127,LCK,127
128,DUSP6,128
129,MSMO1,129
130,CD55,130
131,CD63-PS,131
132,TFPI,132
133,DCK,133
134,CDK6,134
135,PPIC,135
136,FLT3,136
137,SLCO3A1,137
138,CPNE8,138
139,FGD2,139
140,SNAP23,140
141,DUSP5,141
142,SEMA3D,142
143,FHL1,143
144,SLC44A2,144
145,CLIP3,145
146,NLRC3,146
147,ELOVL5,147
148,PANX1,148
149,CMAH,149
150,CLEC12A,150
151,MN1,151
152,NKG7,152
153,TUBB4B,153
154,OBSL1,154
155,TBXAS1,155
156,SELPLG,156
157,EFNA1,157
158,ITGAM,158
159,GOLM1,159
160,SPC24,160
161,PRR5,161
162,PLEK,162
163,ITGAL,163
164,GRAMD1A,164
165,CORO7,165
166,GIMAP3,166
167,GUCY1A1,167
168,N4BP3,168
169,ME2,169
170,ARHGEF39,170
171,AMPD2,171
172,IFI206,172
173,SLC16A10,173
174,CCDC112,174
175,PRSS57,175
176,RAG2,176
177,ITSN1,177
178,TRPC6,178
179,ITGB7,179
180,LY9,180
181,C230085N15RIK,181
182,COQ8A,182
183,SOCS2,183
184,TMEM37,184
185,ARPP21,185
186,PLPPR3,186
187,AFF3,187
188,CREG1,188
189,GIMAP4,189
190,LDHD,190
191,FCRL1,191
192,PPCDC,192
193,CISH,193
194,SLC22A3,194
195,DENND2D,195
196,EBI3,196
197,FLNA,197
198,RAMP1,198
199,FAM110C,199
200,PLSCR4,200
201,FUT8,201
202,AFDN,202
203,KLHL4,203
204,IFI213,204
205,IL1R1,205
206,CD69,206
207,PF4,207
208,IL18RAP,208
209,EPSTI1,209
210,TIPIN,210
211,CIPC,211
212,F11R,212
213,TTC39B,213
214,PPP1R15A,214
215,TGM2,215
216,SELENOP,216
217,RNF38,217
218,ARRDC4,218
219,RBPMS,219
220,NUDT19,220
221,NT5C3,221
222,OTUB2,222
223,CD244A,223
224,MPZL1,224
225,TBC1D5,225
226,SERP1,226
227,SELL,227
228,PECAM1,228
229,ART4,229
230,EMB,230
231,ITGA6,231
232,ITGB5,232
233,DOCK11,233
234,IGHM,234
235,JPT1,235
236,GM20342,236
237,SERPINA3F,237
238,SLC16A11,238
239,CERS4,239
240,PEAR1,240
241,UAP1L1,241
242,MAN1A,242
243,ARHGEF18,243
244,UPP1,244
245,UBA7,245
246,GSTT1,246
247,KIF17,247
248,SLFN2,248
249,E430014B02RIK,249
250,5430427O19RIK,250
251,ACAP1,251
252,ALDH1A1,252
253,GIMAP1,253
