#ID,TF,index
0,ZNF83,0
1,NKX3-1,1
2,ZBTB2,2
3,PBX1,3
4,ZNF202,4
5,GRHL2,5
6,WWP1,6
7,BTG2,7
8,RXRG,8
9,ZNF398,9
10,NCOA6,10
11,DAXX,11
12,CDCA7L,12
13,NHLH2,13
14,NFIC,14
15,PER3,15
16,FOXP1,16
17,ZFPM2,17
18,CTBP1,18
19,PTMA,19
20,MAFG,20
21,ELL2,21
22,MDM4,22
23,ZNF107,23
24,NFE2L3,24
25,UPF1,25
26,ZRANB2,26
27,SP110,27
28,SNRPB,28
29,SRSF3,29
30,DPF2,30
31,PDCD11,31
32,YAF2,32
33,IRF1,33
34,HELZ,34
35,MYCN,35
36,SMG6,36
37,TLE3,37
38,E2F3,38
39,CBX3,39
40,KLF6,40
41,HESX1,41
42,EGR1,42
43,ETS1,43
44,ZNF587,44
45,PRIC285,45
46,ASB9,46
47,HDAC9,47
48,RORB,48
49,EZH2,49
50,PHF17,50
51,HOXB6,51
52,HAND1,52
53,MYOCD,53
54,REL,54
55,ENO1,55
56,ZNF764,56
57,IFI16,57
58,POLR2K,58
59,AR,59
60,MXI1,60
61,ZIC2,61
62,STAT3,62
63,ZKSCAN1,63
64,AEBP1,64
65,HDGF,65
66,JMJD1C,66
67,POLR1A,67
68,SP100,68
69,ARNT2,69
70,ANKRD1,70
71,NPM1,71
72,ZFHX3,72
73,LDB2,73
74,GSC,74
75,WDR5,75
76,HOXB4,76
77,ALYREF,77
78,NFIA,78
79,AIRE,79
80,MXD4,80
81,ASB4,81
82,CEBPZ,82
83,PARN,83
84,POLR2F,84
85,ZNF8,85
86,HOPX,86
87,MKI67IP,87
88,ARID5B,88
89,BMPR1A,89
90,RUVBL2,90
91,MLL3,91
92,BCL11A,92
93,MIF,93
94,SUPT7L,94
95,ETV3,95
96,ZNF238,96
97,GATA6,97
98,SIX6,98
99,UPF2,99
100,JUND,100
101,CREB3L2,101
102,ESRRG,102
103,BCLAF1,103
104,TRIP13,104
105,E2F4,105
106,LMX1B,106
107,NR0B1,107
108,TEAD1,108
109,HMGN2,109
110,MCM2,110
111,HNRNPD,111
112,SCD5,112
113,ZNF165,113
114,ANKRD6,114
115,GTF2H2,115
116,XRCC5,116
117,POLR2G,117
118,ZEB1,118
119,BMP2,119
120,SRSF2,120
121,BHLHE40,121
122,TLR4,122
123,RARG,123
124,SSB,124
125,MYBBP1A,125
126,GCM1,126
127,PARP1,127
128,GATA2,128
129,CNBP,129
130,POLR1B,130
131,ZNF239,131
132,SERTAD2,132
133,WWTR1,133
134,CBFA2T2,134
135,SNAPC3,135
136,POU3F1,136
137,SMAD6,137
138,HNRNPK,138
139,DNMT3B,139
140,ISL1,140
141,DEDD2,141
142,TP53,142
143,MYBL2,143
144,FXR1,144
145,FOXN3,145
146,GATAD2A,146
147,MCM5,147
148,SHOX2,148
149,PSIP1,149
150,MEIS1,150
151,TRIP6,151
152,POLR1C,152
153,DACH1,153
154,LEF1,154
155,CIITA,155
156,CREB3L4,156
157,VHL,157
158,CALCOCO1,158
159,SIRT1,159
160,U2AF1,160
161,FLI1,161
162,CTNNB1,162
163,MITF,163
164,RBBP4,164
165,KLF5,165
166,LIN28A,166
167,TCF4,167
168,CUX1,168
169,ASXL1,169
170,SAP18,170
171,ID3,171
172,PATZ1,172
173,ZNF24,173
174,ZEB2,174
175,NFATC1,175
176,ID1,176
177,KLF7,177
178,SLA2,178
179,SATB1,179
180,ZNF589,180
181,TRIM27,181
182,POU2AF1,182
183,FOXJ1,183
184,MECOM,184
185,AES,185
186,POLR2I,186
187,ILF2,187
188,ZNF160,188
189,SMAD5,189
190,DNAJC2,190
191,CSRP2,191
192,SMARCD1,192
193,RFXANK,193
194,SHOX,194
195,HMGA1,195
196,SNRPD1,196
197,MCM3,197
198,TEAD4,198
199,SKIL,199
200,APBB1,200
201,PURA,201
202,GTF3C4,202
203,TRAF6,203
204,RUVBL1,204
205,EHMT2,205
206,PRDM1,206
207,E2F7,207
208,ALS2CR8,208
209,FUS,209
210,GATA3,210
211,SETBP1,211
212,UHRF1,212
213,TGFB1,213
214,RAI1,214
215,PPARGC1B,215
216,KHDRBS2,216
217,NFKBIA,217
218,BCL11B,218
219,RBPJ,219
220,SOX4,220
221,MCM4,221
222,POLR2H,222
223,PAWR,223
224,TRIM28,224
225,YBX1,225
226,SALL2,226
227,SMARCD3,227
228,SOX13,228
229,NFIB,229
230,HOXB3,230
231,LHX1,231
232,ZNF146,232
233,TRPS1,233
234,AFF4,234
235,ATF6,235
236,MAML3,236
237,NFKBIB,237
238,TLE1,238
239,HCFC1,239
240,ESPL1,240
241,POU2F1,241
242,SOX17,242
243,ZBTB38,243
244,SNAI1,244
245,ZNF471,245
246,LMO3,246
247,CITED2,247
248,MLLT6,248
249,SOX2,249
250,RAX2,250
251,SNAPC4,251
252,HOXB2,252
253,ELK3,253
254,HLX,254
255,NANOG,255
256,SRSF1,256
257,MCM6,257
258,SFPQ,258
259,HOXB7,259
260,NFYB,260
261,PBXIP1,261
262,KAT6A,262
263,NAA15,263
264,RNPS1,264
265,SOS2,265
266,ZNF488,266
267,PLAGL1,267
268,KLF8,268
269,SMARCC1,269
270,NR3C1,270
271,SOX5,271
272,EEF1A1,272
273,DAB2,273
274,PLAGL2,274
275,NRIP1,275
276,TAF1L,276
277,GATA4,277
278,FOXJ2,278
279,LMO2,279
280,SRC,280
281,ILF3,281
282,SRSF10,282
283,TLR7,283
284,SUPT16H,284
285,MEF2D,285
286,LZTS1,286
287,ANKZF1,287
288,FOXF1,288
289,HIF3A,289
290,BARX2,290
291,TRIM33,291
292,BTF3,292
293,TCOF1,293
294,ZIC3,294
295,TCF19,295
296,TLE2,296
297,LIMD1,297
