#ID,Gene,index
0,DACH1,0
1,SOX18,1
2,VDR,2
3,XRCC6,3
4,RARB,4
5,CBFB,5
6,ESR1,6
7,MECOM,7
8,RORA,8
9,XPC,9
10,TEAD2,10
11,IRF6,11
12,TSC22D3,12
13,FOXO1,13
14,GFI1B,14
15,HMGB2,15
16,MYCN,16
17,NUPR1,17
18,SATB1,18
19,RUNX1T1,19
20,CTR9,20
21,MCM4,21
22,MCM7,22
23,YBX1,23
24,NOTCH1,24
25,ELF1,25
26,NR3C2,26
27,HOXA9,27
28,ELL2,28
29,MEF2C,29
30,HNRNPAB,30
31,HNF4A,31
32,MAML3,32
33,MEIS1,33
34,NFE2,34
35,CBX7,35
36,MYC,36
37,REL,37
38,KLF3,38
39,HDAC7,39
40,TRIB3,40
41,NFIA,41
42,ZBTB20,42
43,PBX1,43
44,EYA2,44
45,KLF6,45
46,GATA2,46
47,RUNX2,47
48,NDN,48
49,MCM5,49
50,H1F0,50
51,HLF,51
52,PRDM16,52
53,IRF8,53
54,BTG2,54
55,MLLT3,55
56,CD7,56
57,IKZF1,57
58,PGR,58
59,SPI1,59
60,DUSP1,60
61,TFEC,61
62,GIMAP8,62
63,F2R,63
64,PLXNC1,64
65,ITGAM,65
66,SOCS2,66
67,IGHV1-82,67
68,TINAGL1,68
69,EPSTI1,69
70,EBI3,70
71,PSTPIP1,71
72,TTC39B,72
73,USP11,73
74,ITPR2,74
75,LDHD,75
76,SERP1,76
77,VLDLR,77
78,TYROBP,78
79,FAM171A1,79
80,ITSN1,80
81,H2-OB,81
82,SPC24,82
83,NEURL3,83
84,SLC16A10,84
85,UNC93B1,85
86,NUCB2,86
87,HSD3B7,87
88,TMEM246,88
89,SPNS2,89
90,SLC29A1,90
91,FGD5,91
92,WFDC17,92
93,TBXAS1,93
94,C230085N15RIK,94
95,CISH,95
96,TMEM37,96
97,D630039A03RIK,97
98,SLC39A13,98
99,CDK6,99
100,IRAK3,100
101,OBSCN,101
102,NUDT19,102
103,GM37124,103
104,ITGB7,104
105,KBTBD11,105
106,RGS19,106
107,GNG11,107
108,NEAT1,108
109,CYFIP2,109
110,FCHO2,110
111,CD33,111
112,RNF38,112
113,F11R,113
114,GIMAP1OS,114
115,CDT1,115
116,PRPS2,116
117,TXNIP,117
118,ZNRF2,118
119,DEF8,119
120,IL18BP,120
121,TEK,121
122,MKI67,122
123,MAGED1,123
124,CERS4,124
125,NKG7,125
126,SULT1A1,126
127,RNF213,127
128,ARHGAP27,128
129,UPP1,129
130,TRAF1,130
131,ICA1,131
132,ZFP422,132
133,TAPT1,133
134,MAMDC2,134
135,FHL1,135
136,FCRL1,136
137,GDF3,137
138,SDC1,138
139,DYNLL1,139
140,CDK19,140
141,ITGAL,141
142,IFI27L2A,142
143,NRROS,143
144,ENG,144
145,ANKRD44,145
146,DOCK11,146
147,SLBP,147
148,BDH2,148
149,AI504432,149
150,LAG3,150
151,PLSCR4,151
152,EMP1,152
153,LYN,153
154,TFR2,154
155,ZFP62,155
156,IPCEF1,156
157,FADS1,157
158,SERPINF1,158
159,VAV3,159
160,FUCA2,160
161,ATP8B4,161
162,PLXDC2,162
163,TOP2A,163
164,PRNP,164
165,CD9,165
166,CSF3R,166
167,SAT1,167
168,TRIM59,168
169,N4BP3,169
170,CTSW,170
171,C130089K02RIK,171
172,ME2,172
173,KLHL4,173
174,CD69,174
175,EVI2A,175
176,HACD4,176
177,CKS1B,177
178,SCARF1,178
179,ARHGAP15,179
180,AKNA,180
181,TBXA2R,181
182,SLC43A2,182
183,P2RY14,183
184,ABCG2,184
185,LTB,185
186,SEMA3D,186
187,SSTR2,187
188,PRUNE2,188
189,FGD2,189
190,KCTD12,190
191,5430427O19RIK,191
192,SELENOP,192
193,CD244A,193
194,ACAP1,194
195,ANXA2,195
196,CTSG,196
197,CD34,197
198,FAM110C,198
199,FUT8,199
200,LDHB,200
201,ZFP367,201
202,GSN,202
203,PPP1R15A,203
204,ITM2A,204
205,SH2D5,205
206,SLFN2,206
207,GM10384,207
208,MAN1A,208
209,TRIM47,209
210,FRMD6,210
211,CADPS2,211
212,IGHV1-77,212
213,CASP12,213
214,CD55,214
215,AFF3,215
216,COQ8A,216
217,GM4951,217
218,GIMAP5,218
219,SLC16A11,219
220,LONP2,220
221,LPCAT2,221
222,MSMO1,222
223,CD93,223
224,TRIM16,224
