#ID,TF,index
0,MCM4,0
1,PGR,1
2,FOXO1,2
3,EYA2,3
4,GATA2,4
5,NFIA,5
6,BTG2,6
7,ELF1,7
8,HLF,8
9,ESR1,9
10,NR3C2,10
11,CD7,11
12,DACH1,12
13,RUNX2,13
14,ZBTB20,14
15,REL,15
16,TEAD2,16
17,NFE2,17
18,CTR9,18
19,SATB1,19
20,MLLT3,20
21,XPC,21
22,MEF2C,22
23,NOTCH1,23
24,HDAC7,24
25,MCM7,25
26,HOXA9,26
27,H1F0,27
28,CBX7,28
29,KLF6,29
30,CBFB,30
31,NUPR1,31
32,IKZF1,32
33,MECOM,33
34,TSC22D3,34
35,HNF4A,35
36,IRF8,36
37,MCM5,37
38,HNRNPAB,38
39,KLF3,39
40,SOX18,40
41,HMGB2,41
42,GFI1B,42
43,RARB,43
44,PBX1,44
45,PRDM16,45
46,RORA,46
47,SPI1,47
48,YBX1,48
49,VDR,49
50,TRIB3,50
51,NDN,51
52,MYC,52
53,RUNX1T1,53
54,ELL2,54
55,IRF6,55
56,MAML3,56
57,MEIS1,57
58,MYCN,58
59,XRCC6,59
