#ID,TF,index
0,XPC,0
1,MECOM,1
2,TSC22D3,2
3,HNRNPAB,3
4,NOTCH1,4
5,HNF4A,5
6,HMGB2,6
7,PBX1,7
8,IRF6,8
9,GATA2,9
10,GFI1B,10
11,MYCN,11
12,HDAC7,12
13,CD7,13
14,NFE2,14
15,MLLT3,15
16,MCM7,16
17,CBX7,17
18,VDR,18
19,YBX1,19
20,RUNX2,20
21,NR3C2,21
22,NFIA,22
23,MCM5,23
24,XRCC6,24
25,KLF6,25
26,CBFB,26
27,EYA2,27
28,KLF3,28
29,MCM4,29
30,RORA,30
31,CTR9,31
32,NUPR1,32
33,SATB1,33
34,PRDM16,34
35,FOXO1,35
36,IRF8,36
37,H1F0,37
38,ELF1,38
39,MEF2C,39
40,ELL2,40
41,TRIB3,41
42,PGR,42
43,RARB,43
44,TEAD2,44
45,SPI1,45
46,HOXA9,46
47,DACH1,47
48,MAML3,48
49,ZBTB20,49
50,SOX18,50
51,RUNX1T1,51
52,NDN,52
53,MEIS1,53
54,MYC,54
55,HLF,55
56,REL,56
57,BTG2,57
58,IKZF1,58
59,ESR1,59
