#ID,Gene,index
0,BMPR1A,0
1,HNRNPUL1,1
2,ZNF101,2
3,BRCA2,3
4,RUVBL1,4
5,DDB2,5
6,KDM4C,6
7,BCOR,7
8,POLR2D,8
9,SERTAD3,9
10,NCOA6,10
11,ZNHIT3,11
12,RUVBL2,12
13,IRF1,13
14,GTF2I,14
15,SRSF2,15
16,NCOA1,16
17,PTMA,17
18,POU5F1,18
19,MED21,19
20,TRERF1,20
21,ZHX1,21
22,TGIF1,22
23,GTF2F2,23
24,PIAS2,24
25,SMARCE1,25
26,CHD8,26
27,ZNF227,27
28,TARBP2,28
29,SRSF3,29
30,NANOG,30
31,RFX5,31
32,NR1I3,32
33,EHMT1,33
34,FOXO1,34
35,DAB2,35
36,NFATC2,36
37,HIF1AN,37
38,MCM6,38
39,SMARCD2,39
40,GATA4,40
41,ZFP36,41
42,PMS1,42
43,E2F5,43
44,SOX4,44
45,MEIS3,45
46,SUV39H2,46
47,YEATS4,47
48,UHRF1,48
49,GTF2H3,49
50,RUNX1T1,50
51,THRAP3,51
52,ZNF644,52
53,TADA3,53
54,DOT1L,54
55,MYBBP1A,55
56,ILF3,56
57,POLR2I,57
58,RNF4,58
59,HINFP,59
60,CRABP2,60
61,RBBP7,61
62,CSDE1,62
63,SMARCC1,63
64,TAF6,64
65,RFC1,65
66,CEBPA,66
67,TFE3,67
68,TTF2,68
69,ETV5,69
70,PLAGL2,70
71,MATR3,71
72,RNPS1,72
73,ID3,73
74,PDCD11,74
75,NPM1,75
76,ZNF239,76
77,THAP1,77
78,STAT2,78
79,GTF3C5,79
80,MAPK1,80
81,POU2F1,81
82,TCEB1,82
83,SRSF10,83
84,RNF19A,84
85,FOSL2,85
86,BTG2,86
87,PITX1,87
88,HNRNPD,88
89,SIRT1,89
90,TEAD4,90
91,KLF5,91
92,DEK,92
93,JMJD1C,93
94,LDB2,94
95,ZNF208,95
96,KLF6,96
97,ORC2,97
98,CNOT7,98
99,CREB3L4,99
100,RFXANK,100
101,THAP11,101
102,HNF4A,102
103,NR2F2,103
104,SEC14L2,104
105,CCND1,105
106,BIN1,106
107,SSBP3,107
108,HMGA2,108
109,SRF,109
110,APEX1,110
111,FOSL1,111
112,ZNF287,112
113,SALL3,113
114,RBMX,114
115,MCM2,115
116,ZNF232,116
117,EGFR,117
118,MCM7,118
119,TFDP2,119
120,FOSB,120
121,EIF5B,121
122,FOXP1,122
123,RFX6,123
124,JUN,124
125,DNAJC2,125
126,FXR1,126
127,ERCC8,127
128,ING1,128
129,ZNF638,129
130,CREB3L3,130
131,BPTF,131
132,E2F7,132
133,ZSCAN21,133
134,MED14,134
135,TBX3,135
136,KNTC1,136
137,CEBPD,137
